id,Tweet,Label,rm_special,remove_number,remove_p,tokens,stopword,remove_whitespace_LT,remove_whitespace_multiple,preprocess_tweet
826,Kesetaraan akses pendidikan jauh lebih penting diwujudkan ketimbang program Kampus Merdeka. Program bagus kalau hanya bisa dinikmati mereka yang mampu sama aja bohong. #TerminalMojok https://t.co/YhmMAKF9BP,Mendukung,Kesetaraan akses pendidikan jauh lebih penting diwujudkan ketimbang program Kampus Merdeka. Program bagus kalau hanya bisa dinikmati mereka yang mampu sama aja bohong.,Kesetaraan akses pendidikan jauh lebih penting diwujudkan ketimbang program Kampus Merdeka. Program bagus kalau hanya bisa dinikmati mereka yang mampu sama aja bohong.,Kesetaraan akses pendidikan jauh lebih penting diwujudkan ketimbang program Kampus Merdeka Program bagus kalau hanya bisa dinikmati mereka yang mampu sama aja bohong,"['Kesetaraan', 'akses', 'pendidikan', 'jauh', 'lebih', 'penting', 'diwujudkan', 'ketimbang', 'program', 'Kampus', 'Merdeka', 'Program', 'bagus', 'kalau', 'hanya', 'bisa', 'dinikmati', 'mereka', 'yang', 'mampu', 'sama', 'aja', 'bohong']",kesetaraan akses pendidikan diwujudkan ketimbang program kampus merdeka program bagus dinikmati aja bohong,kesetaraan akses pendidikan diwujudkan ketimbang program kampus merdeka program bagus dinikmati aja bohong,kesetaraan akses pendidikan diwujudkan ketimbang program kampus merdeka program bagus dinikmati aja bohong,tara akses didik wujud ketimbang program kampus merdeka program bagus nikmat aja bohong
827,Shopee Kampus Merdeka adalah program magang selama 4-6 bulan yang $xrp,Mendukung,Shopee Kampus Merdeka adalah program magang selama 4 6 bulan yang $xrp,Shopee Kampus Merdeka adalah program magang selama   bulan yang $xrp,Shopee Kampus Merdeka adalah program magang selama   bulan yang xrp,"['Shopee', 'Kampus', 'Merdeka', 'adalah', 'program', 'magang', 'selama', 'bulan', 'yang', 'xrp']",kampus merdeka program magang xrp,kampus merdeka program magang xrp,kampus merdeka program magang xrp,kampus merdeka program magang xrp
828,"Rabu,01/02/2023

Penerimaan  Mahasiswa program  merdeka belajar kampus merdeka mahasiswa UNESA prodi MIPA Kimia yang akan melaksanakan Praktek Kerja Lapang di Laboratorium Penguji @bkipm_surabaya2  selama empat bulan dari tanggal 01 Februari - 31 Mei 2023.

#KKPGOID
#KKPThrive https://t.co/rSEfsh08kt",Mendukung,Rabu 01/02/2023 Penerimaan Mahasiswa program merdeka belajar kampus merdeka mahasiswa UNESA prodi MIPA Kimia yang akan melaksanakan Praktek Kerja Lapang di Laboratorium Penguji _surabaya2 selama empat bulan dari tanggal 01 Februari 31 Mei 2023.,Rabu // Penerimaan Mahasiswa program merdeka belajar kampus merdeka mahasiswa UNESA prodi MIPA Kimia yang akan melaksanakan Praktek Kerja Lapang di Laboratorium Penguji _surabaya selama empat bulan dari tanggal  Februari  Mei .,Rabu  Penerimaan Mahasiswa program merdeka belajar kampus merdeka mahasiswa UNESA prodi MIPA Kimia yang akan melaksanakan Praktek Kerja Lapang di Laboratorium Penguji surabaya selama empat bulan dari tanggal  Februari  Mei ,"['Rabu', 'Penerimaan', 'Mahasiswa', 'program', 'merdeka', 'belajar', 'kampus', 'merdeka', 'mahasiswa', 'UNESA', 'prodi', 'MIPA', 'Kimia', 'yang', 'akan', 'melaksanakan', 'Praktek', 'Kerja', 'Lapang', 'di', 'Laboratorium', 'Penguji', 'surabaya', 'selama', 'empat', 'bulan', 'dari', 'tanggal', 'Februari', 'Mei']",rabu penerimaan mahasiswa program merdeka belajar kampus merdeka mahasiswa unesa prodi mipa kimia melaksanakan praktek kerja lapang laboratorium penguji surabaya tanggal februari mei,rabu penerimaan mahasiswa program merdeka belajar kampus merdeka mahasiswa unesa prodi mipa kimia melaksanakan praktek kerja lapang laboratorium penguji surabaya tanggal februari mei,rabu penerimaan mahasiswa program merdeka belajar kampus merdeka mahasiswa unesa prodi mipa kimia melaksanakan praktek kerja lapang laboratorium penguji surabaya tanggal februari mei,rabu terima mahasiswa program merdeka ajar kampus merdeka mahasiswa unesa prodi mipa kimia laksana praktek kerja lapang laboratorium uji surabaya tanggal februari mei
829,-dips! Ada yang pernah ikut program kampus merdeka ngga?,Mendukung,dips! Ada yang pernah ikut program kampus merdeka ngga?,dips! Ada yang pernah ikut program kampus merdeka ngga?,dips Ada yang pernah ikut program kampus merdeka ngga,"['dips', 'Ada', 'yang', 'pernah', 'ikut', 'program', 'kampus', 'merdeka', 'ngga']",dips program kampus merdeka ngga,dips program kampus merdeka ngga,dips program kampus merdeka ngga,dips program kampus merdeka ngga
830,"Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya?

Mendongkrak Inovasi Indonesia
#Opini 2 Februari 2023

https://t.co/quAZxQcgbM https://t.co/jUIM839WGz",Mendukung,Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya? Mendongkrak Inovasi Indonesia 2 Februari 2023,Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya? Mendongkrak Inovasi Indonesia  Februari ,Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya Mendongkrak Inovasi Indonesia  Februari ,"['Mau', 'dibawa', 'ke', 'mana', 'universitas', 'riset', 'oleh', 'program', 'Kampus', 'Merdeka', 'dengan', 'perspektif', 'pragmatis', 'dan', 'vokasionalnya', 'Mendongkrak', 'Inovasi', 'Indonesia', 'Februari']",dibawa universitas riset program kampus merdeka perspektif pragmatis vokasionalnya mendongkrak inovasi indonesia februari,dibawa universitas riset program kampus merdeka perspektif pragmatis vokasionalnya mendongkrak inovasi indonesia februari,dibawa universitas riset program kampus merdeka perspektif pragmatis vokasionalnya mendongkrak inovasi indonesia februari,bawa universitas riset program kampus merdeka perspektif pragmatis vokasional dongkrak inovasi indonesia februari
831,"nah untuk teman-teman semua yang tidak bisa ikut program MSIB tenang aja! karena program Kampus Merdeka Praktisi Mengajar baru dibuka lho! jangan lupa daftar dan ikuti syarat yang ada di website yaa sob, ingat info valid hanya di https://t.co/aQpnLmNSNA",Mendukung,nah untuk teman teman semua yang tidak bisa ikut program MSIB tenang aja! karena program Kampus Merdeka Praktisi Mengajar baru dibuka lho! jangan lupa daftar dan ikuti syarat yang ada di website yaa sob ingat info valid hanya di,nah untuk teman teman semua yang tidak bisa ikut program MSIB tenang aja! karena program Kampus Merdeka Praktisi Mengajar baru dibuka lho! jangan lupa daftar dan ikuti syarat yang ada di website yaa sob ingat info valid hanya di,nah untuk teman teman semua yang tidak bisa ikut program MSIB tenang aja karena program Kampus Merdeka Praktisi Mengajar baru dibuka lho jangan lupa daftar dan ikuti syarat yang ada di website yaa sob ingat info valid hanya di,"['nah', 'untuk', 'teman', 'teman', 'semua', 'yang', 'tidak', 'bisa', 'ikut', 'program', 'MSIB', 'tenang', 'aja', 'karena', 'program', 'Kampus', 'Merdeka', 'Praktisi', 'Mengajar', 'baru', 'dibuka', 'lho', 'jangan', 'lupa', 'daftar', 'dan', 'ikuti', 'syarat', 'yang', 'ada', 'di', 'website', 'yaa', 'sob', 'ingat', 'info', 'valid', 'hanya', 'di']",teman teman program msib tenang aja program kampus merdeka praktisi mengajar dibuka lho lupa daftar ikuti syarat website yaa sob info valid,teman teman program msib tenang aja program kampus merdeka praktisi mengajar dibuka lho lupa daftar ikuti syarat website yaa sob info valid,teman teman program msib tenang aja program kampus merdeka praktisi mengajar dibuka lho lupa daftar ikuti syarat website yaa sob info valid,teman teman program msib tenang aja program kampus merdeka praktisi ajar buka lho lupa daftar ikut syarat website yaa sob info valid
832,Namun memang karena adanya beberapa keterbatasan kuota pastinya program Kampus Merdeka gak bisa mengakomodir semua peminat di batch 4 ini sob!,Mendukung,Namun memang karena adanya beberapa keterbatasan kuota pastinya program Kampus Merdeka gak bisa mengakomodir semua peminat di batch 4 ini sob!,Namun memang karena adanya beberapa keterbatasan kuota pastinya program Kampus Merdeka gak bisa mengakomodir semua peminat di batch  ini sob!,Namun memang karena adanya beberapa keterbatasan kuota pastinya program Kampus Merdeka gak bisa mengakomodir semua peminat di batch  ini sob,"['Namun', 'memang', 'karena', 'adanya', 'beberapa', 'keterbatasan', 'kuota', 'pastinya', 'program', 'Kampus', 'Merdeka', 'gak', 'bisa', 'mengakomodir', 'semua', 'peminat', 'di', 'batch', 'ini', 'sob']",keterbatasan kuota pastinya program kampus merdeka gak mengakomodir peminat batch sob,keterbatasan kuota pastinya program kampus merdeka gak mengakomodir peminat batch sob,keterbatasan kuota pastinya program kampus merdeka gak mengakomodir peminat batch sob,batas kuota pasti program kampus merdeka gak mengakomodir minat batch sob
833,"Halo sob, siaapa yang kemarin udah daftar program Kampus Merdeka, Magang Studi Independen Bersertifikasi (MSIB)? https://t.co/wPl3JbOr2o",Mendukung,Halo sob siaapa yang kemarin udah daftar program Kampus Merdeka Magang Studi Independen Bersertifikasi (MSIB)?,Halo sob siaapa yang kemarin udah daftar program Kampus Merdeka Magang Studi Independen Bersertifikasi (MSIB)?,Halo sob siaapa yang kemarin udah daftar program Kampus Merdeka Magang Studi Independen Bersertifikasi MSIB,"['Halo', 'sob', 'siaapa', 'yang', 'kemarin', 'udah', 'daftar', 'program', 'Kampus', 'Merdeka', 'Magang', 'Studi', 'Independen', 'Bersertifikasi', 'MSIB']",halo sob siaapa kemarin udah daftar program kampus merdeka magang studi independen bersertifikasi msib,halo sob siaapa kemarin udah daftar program kampus merdeka magang studi independen bersertifikasi msib,halo sob siaapa kemarin udah daftar program kampus merdeka magang studi independen bersertifikasi msib,halo sob siaapa kemarin udah daftar program kampus merdeka magang studi independen sertifikasi msib
834,"@Kemdikbud_RI telah meluncurkan Merdeka Belajar Kampus Merdeka, dalam hal ini implementasinya dijalankan melalui delapan program yang salah satunya adalah Magang dan Studi Independen Bersertifikat (MSIB). 

Apa saja yg menjadi syarat? https://t.co/ZzyZgeo9PU",Mendukung,_RI telah meluncurkan Merdeka Belajar Kampus Merdeka dalam hal ini implementasinya dijalankan melalui delapan program yang salah satunya adalah Magang dan Studi Independen Bersertifikat (MSIB).? Apa saja yg menjadi syarat?,_RI telah meluncurkan Merdeka Belajar Kampus Merdeka dalam hal ini implementasinya dijalankan melalui delapan program yang salah satunya adalah Magang dan Studi Independen Bersertifikat (MSIB).? Apa saja yg menjadi syarat?,RI telah meluncurkan Merdeka Belajar Kampus Merdeka dalam hal ini implementasinya dijalankan melalui delapan program yang salah satunya adalah Magang dan Studi Independen Bersertifikat MSIB Apa saja yg menjadi syarat,"['RI', 'telah', 'meluncurkan', 'Merdeka', 'Belajar', 'Kampus', 'Merdeka', 'dalam', 'hal', 'ini', 'implementasinya', 'dijalankan', 'melalui', 'delapan', 'program', 'yang', 'salah', 'satunya', 'adalah', 'Magang', 'dan', 'Studi', 'Independen', 'Bersertifikat', 'MSIB', 'Apa', 'saja', 'yg', 'menjadi', 'syarat']",ri meluncurkan merdeka belajar kampus merdeka implementasinya dijalankan delapan program salah satunya magang studi independen bersertifikat msib yg syarat,ri meluncurkan merdeka belajar kampus merdeka implementasinya dijalankan delapan program salah satunya magang studi independen bersertifikat msib yg syarat,ri meluncurkan merdeka belajar kampus merdeka implementasinya dijalankan delapan program salah satunya magang studi independen bersertifikat msib yg syarat,ri luncur merdeka ajar kampus merdeka implementasi jalan delapan program salah satu magang studi independen sertifikat msib yg syarat
835,"Program Kampus Merdeka melupakan satu hal penting yaitu kesetaraan akses. Sebelum menjadi agen penyalur mahasiswa agar bisa bekerja, ada baiknya pemerintah memastikan lebih dulu semua orang bisa berkuliah. Keknya itu jauh lebih penting. #TerminalMojok https://t.co/YhmMAKF9BP",Mendukung,Program Kampus Merdeka melupakan satu hal penting yaitu kesetaraan akses. Sebelum menjadi agen penyalur mahasiswa agar bisa bekerja ada baiknya pemerintah memastikan lebih dulu semua orang bisa berkuliah. Keknya itu jauh lebih penting.,Program Kampus Merdeka melupakan satu hal penting yaitu kesetaraan akses. Sebelum menjadi agen penyalur mahasiswa agar bisa bekerja ada baiknya pemerintah memastikan lebih dulu semua orang bisa berkuliah. Keknya itu jauh lebih penting.,Program Kampus Merdeka melupakan satu hal penting yaitu kesetaraan akses Sebelum menjadi agen penyalur mahasiswa agar bisa bekerja ada baiknya pemerintah memastikan lebih dulu semua orang bisa berkuliah Keknya itu jauh lebih penting,"['Program', 'Kampus', 'Merdeka', 'melupakan', 'satu', 'hal', 'penting', 'yaitu', 'kesetaraan', 'akses', 'Sebelum', 'menjadi', 'agen', 'penyalur', 'mahasiswa', 'agar', 'bisa', 'bekerja', 'ada', 'baiknya', 'pemerintah', 'memastikan', 'lebih', 'dulu', 'semua', 'orang', 'bisa', 'berkuliah', 'Keknya', 'itu', 'jauh', 'lebih', 'penting']",program kampus merdeka melupakan kesetaraan akses agen penyalur mahasiswa baiknya pemerintah orang berkuliah keknya,program kampus merdeka melupakan kesetaraan akses agen penyalur mahasiswa baiknya pemerintah orang berkuliah keknya,program kampus merdeka melupakan kesetaraan akses agen penyalur mahasiswa baiknya pemerintah orang berkuliah keknya,program kampus merdeka lupa tara akses agen salur mahasiswa baik perintah orang kuliah kek
836,"Hai #sahabatbahari Sebagai salah satu Unit Pelaksana Tekonis (UPT) Kementerian Kelautan dan Perikanan (KKP), Stasiun KIPM Ternate mendukung program Merdeka Belajar Kampus Merdeka (MBKM) di Universitas maupun Sekolah Perikanan, termasuk salha satunya Unkhair Ternate, Maluku Utara. https://t.co/fx7shxCH07",Mendukung,Hai Sebagai salah satu Unit Pelaksana Tekonis (UPT) Kementerian Kelautan dan Perikanan (KKP) Stasiun KIPM Ternate mendukung program Merdeka Belajar Kampus Merdeka (MBKM) di Universitas maupun Sekolah Perikanan termasuk salha satunya Unkhair Ternate Maluku Utara.,Hai Sebagai salah satu Unit Pelaksana Tekonis (UPT) Kementerian Kelautan dan Perikanan (KKP) Stasiun KIPM Ternate mendukung program Merdeka Belajar Kampus Merdeka (MBKM) di Universitas maupun Sekolah Perikanan termasuk salha satunya Unkhair Ternate Maluku Utara.,Hai Sebagai salah satu Unit Pelaksana Tekonis UPT Kementerian Kelautan dan Perikanan KKP Stasiun KIPM Ternate mendukung program Merdeka Belajar Kampus Merdeka MBKM di Universitas maupun Sekolah Perikanan termasuk salha satunya Unkhair Ternate Maluku Utara,"['Hai', 'Sebagai', 'salah', 'satu', 'Unit', 'Pelaksana', 'Tekonis', 'UPT', 'Kementerian', 'Kelautan', 'dan', 'Perikanan', 'KKP', 'Stasiun', 'KIPM', 'Ternate', 'mendukung', 'program', 'Merdeka', 'Belajar', 'Kampus', 'Merdeka', 'MBKM', 'di', 'Universitas', 'maupun', 'Sekolah', 'Perikanan', 'termasuk', 'salha', 'satunya', 'Unkhair', 'Ternate', 'Maluku', 'Utara']",hai salah unit pelaksana tekonis upt kementerian kelautan perikanan kkp stasiun kipm ternate mendukung program merdeka belajar kampus merdeka mbkm universitas sekolah perikanan salha satunya unkhair ternate maluku utara,hai salah unit pelaksana tekonis upt kementerian kelautan perikanan kkp stasiun kipm ternate mendukung program merdeka belajar kampus merdeka mbkm universitas sekolah perikanan salha satunya unkhair ternate maluku utara,hai salah unit pelaksana tekonis upt kementerian kelautan perikanan kkp stasiun kipm ternate mendukung program merdeka belajar kampus merdeka mbkm universitas sekolah perikanan salha satunya unkhair ternate maluku utara,hai salah unit laksana tekonis upt menteri laut ikan kkp stasiun kipm ternate dukung program merdeka ajar kampus merdeka mbkm universitas sekolah ikan salha satu unkhair ternate malu utara
837,"Selamat dan sukses atas diterimanya Mahasiswa Teknik Informatika sebagai Peserta Program Magang Telkom ""Sekolah Pijar""
#TI_INFO
#kamis
#kampus_merdeka
#merdeka_belajar
#telkom
#sekolahpijar
#magang
#hmjti_unwahas
#informatikaunwahas
#unwahas
#kampussemarang
#aswaja
#mendunia https://t.co/bWL8oVDUVb",Mendukung,"Selamat dan sukses atas diterimanya Mahasiswa Teknik Informatika sebagai Peserta Program Magang Telkom ""Sekolah Pijar"" _INFO _merdeka _belajar _unwahas","Selamat dan sukses atas diterimanya Mahasiswa Teknik Informatika sebagai Peserta Program Magang Telkom ""Sekolah Pijar"" _INFO _merdeka _belajar _unwahas",Selamat dan sukses atas diterimanya Mahasiswa Teknik Informatika sebagai Peserta Program Magang Telkom Sekolah Pijar INFO merdeka belajar unwahas,"['Selamat', 'dan', 'sukses', 'atas', 'diterimanya', 'Mahasiswa', 'Teknik', 'Informatika', 'sebagai', 'Peserta', 'Program', 'Magang', 'Telkom', 'Sekolah', 'Pijar', 'INFO', 'merdeka', 'belajar', 'unwahas']",selamat sukses diterimanya mahasiswa teknik informatika peserta program magang telkom sekolah pijar info merdeka belajar unwahas,selamat sukses diterimanya mahasiswa teknik informatika peserta program magang telkom sekolah pijar info merdeka belajar unwahas,selamat sukses diterimanya mahasiswa teknik informatika peserta program magang telkom sekolah pijar info merdeka belajar unwahas,selamat sukses terima mahasiswa teknik informatika serta program magang telkom sekolah pijar info merdeka ajar unwahas
838,"Pragmatisme merasuki hampir semua pembuat keputusan bidang pendidikan, termasuk universitas riset. Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya? #Opini #AdadiKompas
https://t.co/HLUv1eHtkE",Mendukung,Pragmatisme merasuki hampir semua pembuat keputusan bidang pendidikan termasuk universitas riset. Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya?,Pragmatisme merasuki hampir semua pembuat keputusan bidang pendidikan termasuk universitas riset. Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya?,Pragmatisme merasuki hampir semua pembuat keputusan bidang pendidikan termasuk universitas riset Mau dibawa ke mana universitas riset oleh program Kampus Merdeka dengan perspektif pragmatis dan vokasionalnya,"['Pragmatisme', 'merasuki', 'hampir', 'semua', 'pembuat', 'keputusan', 'bidang', 'pendidikan', 'termasuk', 'universitas', 'riset', 'Mau', 'dibawa', 'ke', 'mana', 'universitas', 'riset', 'oleh', 'program', 'Kampus', 'Merdeka', 'dengan', 'perspektif', 'pragmatis', 'dan', 'vokasionalnya']",pragmatisme merasuki pembuat keputusan bidang pendidikan universitas riset dibawa universitas riset program kampus merdeka perspektif pragmatis vokasionalnya,pragmatisme merasuki pembuat keputusan bidang pendidikan universitas riset dibawa universitas riset program kampus merdeka perspektif pragmatis vokasionalnya,pragmatisme merasuki pembuat keputusan bidang pendidikan universitas riset dibawa universitas riset program kampus merdeka perspektif pragmatis vokasionalnya,pragmatisme rasuk buat putus bidang didik universitas riset bawa universitas riset program kampus merdeka perspektif pragmatis vokasional
